SELECT     COD_OS, STATUS_OS, STATUS, COD_RESPONSAVEL, TIPO_OS, DATA_ENTRADA, HORA_ENTRADA, DATA_TERMINO, HORA_TERMINO, COD_FUNCIONARIO, COD_CLIENTE, SUBTOTAL, TIPO_DESC, VALOR_DESC, TOTAL, TIPO_PAGAMENTO, PAGAMENTO, ValorDescReal, COD_PEDIDO, 
                  OBS, ENTRADA
FROM        OS
Dados:
330	1	TERMINADO	2	ORÇAMENTO	2026-03-18 00:00:00.000	1900-01-01 15:43:00.000	2026-03-18 00:00:00.000	1900-01-01 00:00:00.000	3	5	2015,00	P	0,00	2015,00	NULL	NULL	0,00	599		0,00
331	1	TERMINADO	2	CONSERTO	2026-03-18 00:00:00.000	1900-01-01 16:35:00.000	2026-04-01 00:00:00.000	1900-01-01 00:00:00.000	3	8	3440,00	R	0,00	3440,00	À Prazo	PROMISSORIA	0,00	600		0,00
332	1	TERMINADO	2	ORÇAMENTO	2026-03-18 00:00:00.000	1900-01-01 17:54:00.000	2026-03-26 00:00:00.000	1900-01-01 00:00:00.000	3	70	353,01	R	0,00	353,01	À Prazo	PROMISSORIA	0,00	601		0,00
333	1	TERMINADO	2	CONSERTO	2026-03-20 00:00:00.000	1900-01-01 08:08:00.000	2026-03-27 00:00:00.000	1900-01-01 00:00:00.000	3	108	6146,04	R	0,00	6146,04	À Prazo	PROMISSORIA	0,00	602		0,00
334	1	TERMINADO	2	ORÇAMENTO	2026-03-20 00:00:00.000	1900-01-01 08:32:00.000	2026-03-24 00:00:00.000	1900-01-01 00:00:00.000	3	105	1085,30	R	0,00	1085,30	À Prazo	PROMISSORIA	0,00	603		0,00
335	1	TERMINADO	2	CONSERTO	2026-03-20 00:00:00.000	1900-01-01 11:32:00.000	2026-03-23 00:00:00.000	1900-01-01 00:00:00.000	2	54	300,00	R	0,00	300,00	À Vista	1 - FORMA	0,00	604		0,00
336	1	TERMINADO	2	CONSERTO	2026-03-20 00:00:00.000	1900-01-01 14:06:00.000	2026-03-21 00:00:00.000	1900-01-01 00:00:00.000	2	106	1492,00	R	0,00	1492,00	À Vista	1 - FORMA	0,00	605		0,00
337	1	TERMINADO	2	CONSERTO	2026-03-20 00:00:00.000	1900-01-01 17:18:00.000	2026-03-21 00:00:00.000	1900-01-01 00:00:00.000	2	5	1608,00	R	0,00	1608,00	À Prazo	PROMISSORIA	0,00	606		0,00
338	1	TERMINADO	2	CONSERTO	2026-03-21 00:00:00.000	1900-01-01 10:13:00.000	2026-04-09 00:00:00.000	1900-01-01 00:00:00.000	3	125	3761,41	R	0,00	3761,41	À Prazo	PROMISSORIA	0,00	608		0,00
339	1	TERMINADO	2	CONSERTO	2026-03-23 00:00:00.000	1900-01-01 09:55:00.000	2026-04-02 00:00:00.000	1900-01-01 00:00:00.000	2	84	100,00	R	0,00	100,00	À Vista	1 - FORMA	0,00	609		0,00
340	1	TERMINADO	3	CONSERTO	2026-03-23 00:00:00.000	1900-01-01 10:25:00.000	2026-04-02 00:00:00.000	1900-01-01 00:00:00.000	3	107	1010,02	R	0,00	1010,02	À Prazo	PROMISSORIA	0,00	610		0,00
341	1	TERMINADO	2	CONSERTO	2026-03-24 00:00:00.000	1900-01-01 08:43:00.000	2026-03-27 00:00:00.000	1900-01-01 00:00:00.000	3	64	1249,80	R	0,00	1249,80	À Prazo	PROMISSORIA	0,00	611		0,00
342	1	TERMINADO	2	CONSERTO	2026-03-24 00:00:00.000	1900-01-01 11:52:00.000	2026-04-02 00:00:00.000	1900-01-01 00:00:00.000	3	110	2200,02	R	0,00	2200,02	À Prazo	PROMISSORIA	0,00	612		0,00
343	1	TERMINADO	2	CONSERTO	2026-03-24 00:00:00.000	1900-01-01 15:57:00.000	2026-04-02 00:00:00.000	1900-01-01 00:00:00.000	3	7	850,00	R	0,00	850,00	À Prazo	PROMISSORIA	0,00	613		0,00
344	1	TERMINADO	2	CONSERTO	2026-03-25 00:00:00.000	1900-01-01 08:31:00.000	2026-03-27 00:00:00.000	1900-01-01 00:00:00.000	3	105	800,00	R	0,00	800,00	À Prazo	PROMISSORIA	0,00	615		0,00
345	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	R	NULL	NULL	NULL	NULL	NULL	616	NULL	0,00
346	1	TERMINADO	3	CONSERTO	2026-03-25 00:00:00.000	1900-01-01 16:06:00.000	2026-03-27 00:00:00.000	1900-01-01 00:00:00.000	2	108	4321,35	R	0,00	4321,35	À Prazo	PROMISSORIA	0,00	617		0,00
347	1	TERMINADO	2	CONSERTO	2026-03-26 00:00:00.000	1900-01-01 10:19:00.000	2026-03-27 00:00:00.000	1900-01-01 00:00:00.000	2	77	357,00	R	0,00	357,00	À Prazo	PROMISSORIA	0,00	618		0,00
348	1	TERMINADO	2	CONSERTO	2026-03-26 00:00:00.000	1900-01-01 13:34:00.000	2026-04-01 00:00:00.000	1900-01-01 00:00:00.000	3	8	650,00	R	0,00	650,00	À Prazo	PROMISSORIA	0,00	620		0,00
349	1	TERMINADO	2	CONSERTO	2026-03-27 00:00:00.000	1900-01-01 07:57:00.000	2026-04-02 00:00:00.000	1900-01-01 00:00:00.000	3	7	1300,00	R	0,00	1300,00	À Prazo	PROMISSORIA	0,00	622		0,00
351	1	TERMINADO	2	CONSERTO	2026-03-28 00:00:00.000	1900-01-01 11:51:00.000	2026-04-02 00:00:00.000	1900-01-01 00:00:00.000	3	111	845,50	R	0,00	845,50	À Prazo	PROMISSORIA	0,00	625		0,00
